ParentLocationCode,ParentLocation,SpatialCode,Location,Period,Sex,Value
AFR,Africa,TCD,Chad,2000,Male,49.26
AFR,Africa,SWZ,Eswatini,2000,Female,49.44
AFR,Africa,ETH,Ethiopia,2000,Male,49.52
AFR,Africa,NER,Niger,2000,Male,49.73
AFR,Africa,BFA,Burkina Faso,2000,Male,49.92
EMR,Eastern Mediterranean,SOM,Somalia,2000,Both sexes,49.87
AFR,Africa,CIV,Côte d’Ivoire,2000,Both sexes,50.33
AFR,Africa,GNB,Guinea-Bissau,2000,Both sexes,50.28
AFR,Africa,NER,Niger,2000,Both sexes,50.35
AFR,Africa,COD,Democratic Republic of the Congo,2000,Male,50.46
AFR,Africa,ETH,Ethiopia,2000,Both sexes,50.58
AFR,Africa,LSO,Lesotho,2000,Female,50.68
AFR,Africa,MOZ,Mozambique,2000,Both sexes,50.69
AFR,Africa,SLE,Sierra Leone,2000,Female,50.73
AFR,Africa,UGA,Uganda,2000,Female,50.75
AFR,Africa,NAM,Namibia,2000,Male,51.01
AFR,Africa,NER,Niger,2000,Female,50.99
AFR,Africa,TCD,Chad,2000,Both sexes,51.08
AFR,Africa,ERI,Eritrea,2000,Male,51.16
AFR,Africa,CMR,Cameroon,2000,Male,51.34
AFR,Africa,TZA,United Republic of Tanzania,2000,Male,51.28
AFR,Africa,COG,Congo,2000,Male,51.54
AFR,Africa,BFA,Burkina Faso,2000,Both sexes,51.64
AFR,Africa,ETH,Ethiopia,2000,Female,51.70
AFR,Africa,AGO,Angola,2000,Female,52.12
AFR,Africa,COG,Congo,2000,Both sexes,52.12
AFR,Africa,SSD,South Sudan,2000,Male,52.05
AFR,Africa,NGA,Nigeria,2000,Male,52.16
AFR,Africa,CIV,Côte d’Ivoire,2000,Female,52.31
WPR,Western Pacific,KIR,Kiribati,2000,Male,52.31
AFR,Africa,COD,Democratic Republic of the Congo,2000,Both sexes,52.44
AFR,Africa,GNQ,Equatorial Guinea,2000,Male,52.37
AFR,Africa,TZA,United Republic of Tanzania,2000,Both sexes,52.47
AFR,Africa,COG,Congo,2000,Female,52.58
AFR,Africa,MLI,Mali,2000,Both sexes,52.64
AFR,Africa,MLI,Mali,2000,Male,52.61
EMR,Eastern Mediterranean,SOM,Somalia,2000,Female,52.58
AFR,Africa,MLI,Mali,2000,Female,52.75
AFR,Africa,CMR,Cameroon,2000,Both sexes,52.82
AFR,Africa,GNB,Guinea-Bissau,2000,Female,52.76
AFR,Africa,KEN,Kenya,2000,Male,52.85
AFR,Africa,LBR,Liberia,2000,Male,52.89
AFR,Africa,TCD,Chad,2000,Female,52.98
AFR,Africa,BFA,Burkina Faso,2000,Female,53.14
AFR,Africa,GIN,Guinea,2000,Male,53.10
AFR,Africa,MOZ,Mozambique,2000,Female,53.05
AFR,Africa,ZAF,South Africa,2000,Male,53.08
AFR,Africa,NAM,Namibia,2000,Both sexes,53.32
AFR,Africa,NGA,Nigeria,2000,Both sexes,53.63
AFR,Africa,TZA,United Republic of Tanzania,2000,Female,53.61
AFR,Africa,LBR,Liberia,2000,Both sexes,53.77
AFR,Africa,KEN,Kenya,2000,Both sexes,53.87
AFR,Africa,TGO,Togo,2000,Male,53.90
AFR,Africa,SSD,South Sudan,2000,Both sexes,54.15
AFR,Africa,BEN,Benin,2000,Male,54.31
AFR,Africa,GNQ,Equatorial Guinea,2000,Both sexes,54.31
AFR,Africa,GIN,Guinea,2000,Both sexes,54.26
AFR,Africa,CMR,Cameroon,2000,Female,54.35
AFR,Africa,COD,Democratic Republic of the Congo,2000,Female,54.49
AFR,Africa,ERI,Eritrea,2000,Both sexes,54.51
EMR,Eastern Mediterranean,AFG,Afghanistan,2000,Male,54.57
AFR,Africa,LBR,Liberia,2000,Female,54.67
AFR,Africa,KEN,Kenya,2000,Female,54.91
EMR,Eastern Mediterranean,AFG,Afghanistan,2000,Both sexes,54.99
AFR,Africa,NGA,Nigeria,2000,Female,55.17
AFR,Africa,GIN,Guinea,2000,Female,55.30
EMR,Eastern Mediterranean,AFG,Afghanistan,2000,Female,55.42
AFR,Africa,NAM,Namibia,2000,Female,55.50
WPR,Western Pacific,KIR,Kiribati,2000,Both sexes,55.73
AFR,Africa,ZAF,South Africa,2000,Both sexes,55.75
AFR,Africa,TGO,Togo,2000,Both sexes,55.95
WPR,Western Pacific,KHM,Cambodia,2000,Male,56.03
AFR,Africa,GAB,Gabon,2000,Male,56.15
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2000,Male,56.28
AFR,Africa,SSD,South Sudan,2000,Female,56.38
AFR,Africa,GNQ,Equatorial Guinea,2000,Female,56.49
AFR,Africa,BEN,Benin,2000,Both sexes,56.59
AFR,Africa,SEN,Senegal,2000,Male,56.87
AMR,Americas,HTI,Haiti,2000,Both sexes,57.05
AMR,Americas,HTI,Haiti,2000,Male,56.97
AFR,Africa,GMB,Gambia,2000,Male,57.17
AMR,Americas,HTI,Haiti,2000,Female,57.18
WPR,Western Pacific,MNG,Mongolia,2000,Male,57.34
SEAR,South-East Asia,MMR,Myanmar,2000,Male,57.31
AFR,Africa,MDG,Madagascar,2000,Male,57.54
EUR,Europe,KAZ,Kazakhstan,2000,Male,57.58
AFR,Africa,GHA,Ghana,2000,Male,57.75
EMR,Eastern Mediterranean,DJI,Djibouti,2000,Male,57.87
AFR,Africa,GAB,Gabon,2000,Both sexes,58.10
AFR,Africa,TGO,Togo,2000,Female,58.13
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2000,Both sexes,58.41
AFR,Africa,ERI,Eritrea,2000,Female,58.48
WPR,Western Pacific,FSM,Micronesia (Federated States of),2000,Male,58.45
AFR,Africa,SEN,Senegal,2000,Both sexes,58.60
AFR,Africa,ZAF,South Africa,2000,Female,58.63
WPR,Western Pacific,KHM,Cambodia,2000,Both sexes,58.68
AFR,Africa,BEN,Benin,2000,Female,58.77
AFR,Africa,MDG,Madagascar,2000,Both sexes,58.82
EUR,Europe,RUS,Russian Federation,2000,Male,59.02
AFR,Africa,GMB,Gambia,2000,Both sexes,59.24
AFR,Africa,GHA,Ghana,2000,Both sexes,59.24
EMR,Eastern Mediterranean,PAK,Pakistan,2000,Male,59.32
EUR,Europe,TKM,Turkmenistan,2000,Male,59.34
WPR,Western Pacific,KIR,Kiribati,2000,Female,59.40
EMR,Eastern Mediterranean,DJI,Djibouti,2000,Both sexes,59.84
AMR,Americas,GUY,Guyana,2000,Male,59.81
SEAR,South-East Asia,MMR,Myanmar,2000,Both sexes,59.99
AFR,Africa,GAB,Gabon,2000,Female,60.10
EMR,Eastern Mediterranean,PAK,Pakistan,2000,Both sexes,60.08
WPR,Western Pacific,SLB,Solomon Islands,2000,Male,60.12
AFR,Africa,COM,Comoros,2000,Male,60.15
AFR,Africa,MDG,Madagascar,2000,Female,60.18
AFR,Africa,SEN,Senegal,2000,Female,60.32
EMR,Eastern Mediterranean,SDN,Sudan,2000,Male,60.36
WPR,Western Pacific,MNG,Mongolia,2000,Both sexes,60.52
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2000,Female,60.60
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2000,Male,60.79
AFR,Africa,GHA,Ghana,2000,Female,60.80
EMR,Eastern Mediterranean,YEM,Yemen,2000,Male,60.86
EMR,Eastern Mediterranean,PAK,Pakistan,2000,Female,60.99
WPR,Western Pacific,PNG,Papua New Guinea,2000,Male,61.12
WPR,Western Pacific,KHM,Cambodia,2000,Female,61.24
WPR,Western Pacific,FSM,Micronesia (Federated States of),2000,Both sexes,61.19
SEAR,South-East Asia,IND,India,2000,Male,61.34
WPR,Western Pacific,VUT,Vanuatu,2000,Male,61.35
AFR,Africa,COM,Comoros,2000,Both sexes,61.51
AFR,Africa,GMB,Gambia,2000,Female,61.63
AFR,Africa,MRT,Mauritania,2000,Male,61.75
EUR,Europe,KGZ,Kyrgyzstan,2000,Male,61.95
SEAR,South-East Asia,TLS,Timor-Leste,2000,Male,61.95
EMR,Eastern Mediterranean,DJI,Djibouti,2000,Female,61.96
AFR,Africa,MRT,Mauritania,2000,Both sexes,61.96
SEAR,South-East Asia,IND,India,2000,Both sexes,62.11
EUR,Europe,UKR,Ukraine,2000,Male,62.06
AFR,Africa,MRT,Mauritania,2000,Female,62.23
EUR,Europe,UZB,Uzbekistan,2000,Male,62.40
AFR,Africa,STP,Sao Tome and Principe,2000,Male,62.55
WPR,Western Pacific,SLB,Solomon Islands,2000,Both sexes,62.51
EMR,Eastern Mediterranean,SDN,Sudan,2000,Both sexes,62.47
EUR,Europe,AZE,Azerbaijan,2000,Male,62.57
SEAR,South-East Asia,MMR,Myanmar,2000,Female,62.67
SEAR,South-East Asia,TLS,Timor-Leste,2000,Both sexes,62.67
EMR,Eastern Mediterranean,YEM,Yemen,2000,Both sexes,62.69
AFR,Africa,COM,Comoros,2000,Female,62.86
SEAR,South-East Asia,IND,India,2000,Female,62.92
AMR,Americas,GUY,Guyana,2000,Both sexes,62.96
EUR,Europe,KAZ,Kazakhstan,2000,Both sexes,63.15
EUR,Europe,MDA,Republic of Moldova,2000,Male,63.15
EUR,Europe,BLR,Belarus,2000,Male,63.28
AMR,Americas,GTM,Guatemala,2000,Male,63.32
WPR,Western Pacific,PNG,Papua New Guinea,2000,Both sexes,63.29
EUR,Europe,TKM,Turkmenistan,2000,Both sexes,63.32
SEAR,South-East Asia,TLS,Timor-Leste,2000,Female,63.40
AFR,Africa,STP,Sao Tome and Principe,2000,Both sexes,63.45
EUR,Europe,TJK,Tajikistan,2000,Male,63.53
WPR,Western Pacific,FJI,Fiji,2000,Male,63.69
SEAR,South-East Asia,NPL,Nepal,2000,Male,63.87
WPR,Western Pacific,VUT,Vanuatu,2000,Both sexes,63.90
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2000,Both sexes,63.95
SEAR,South-East Asia,BGD,Bangladesh,2000,Male,64.07
WPR,Western Pacific,MNG,Mongolia,2000,Female,64.11
WPR,Western Pacific,FSM,Micronesia (Federated States of),2000,Female,64.20
AFR,Africa,STP,Sao Tome and Principe,2000,Female,64.31
EUR,Europe,LVA,Latvia,2000,Male,64.61
EMR,Eastern Mediterranean,SDN,Sudan,2000,Female,64.67
EMR,Eastern Mediterranean,YEM,Yemen,2000,Female,64.69
AMR,Americas,BOL,Bolivia (Plurinational State of),2000,Male,64.81
SEAR,South-East Asia,BTN,Bhutan,2000,Male,64.88
WPR,Western Pacific,SLB,Solomon Islands,2000,Female,65.24
SEAR,South-East Asia,NPL,Nepal,2000,Both sexes,65.26
EUR,Europe,RUS,Russian Federation,2000,Both sexes,65.29
EUR,Europe,UZB,Uzbekistan,2000,Both sexes,65.27
EUR,Europe,AZE,Azerbaijan,2000,Both sexes,65.52
WPR,Western Pacific,PHL,Philippines,2000,Male,65.47
SEAR,South-East Asia,BGD,Bangladesh,2000,Both sexes,65.59
EUR,Europe,EST,Estonia,2000,Male,65.60
EUR,Europe,GEO,Georgia,2000,Male,65.58
WPR,Western Pacific,PNG,Papua New Guinea,2000,Female,65.57
EUR,Europe,TJK,Tajikistan,2000,Both sexes,65.58
SEAR,South-East Asia,BTN,Bhutan,2000,Both sexes,65.70
SEAR,South-East Asia,IDN,Indonesia,2000,Male,65.77
WPR,Western Pacific,FJI,Fiji,2000,Both sexes,65.90
AMR,Americas,BOL,Bolivia (Plurinational State of),2000,Both sexes,66.02
EUR,Europe,KGZ,Kyrgyzstan,2000,Both sexes,65.95
EMR,Eastern Mediterranean,IRQ,Iraq,2000,Male,66.43
AMR,Americas,GUY,Guyana,2000,Female,66.51
WPR,Western Pacific,WSM,Samoa,2000,Male,66.46
SEAR,South-East Asia,BTN,Bhutan,2000,Female,66.59
SEAR,South-East Asia,NPL,Nepal,2000,Female,66.57
EUR,Europe,LTU,Lithuania,2000,Male,66.68
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2000,Female,66.84
AMR,Americas,GTM,Guatemala,2000,Both sexes,66.78
AFR,Africa,CPV,Cabo Verde,2000,Male,66.89
EUR,Europe,MDA,Republic of Moldova,2000,Both sexes,66.87
AMR,Americas,TTO,Trinidad and Tobago,2000,Male,66.94
WPR,Western Pacific,VUT,Vanuatu,2000,Female,66.94
EUR,Europe,HUN,Hungary,2000,Male,67.07
AMR,Americas,SUR,Suriname,2000,Male,67.13
AMR,Americas,BLZ,Belize,2000,Male,67.18
AMR,Americas,BOL,Bolivia (Plurinational State of),2000,Female,67.25
SEAR,South-East Asia,IDN,Indonesia,2000,Both sexes,67.17
EMR,Eastern Mediterranean,EGY,Egypt,2000,Male,67.29
EMR,Eastern Mediterranean,OMN,Oman,2000,Male,67.26
WPR,Western Pacific,VNM,Viet Nam,2000,Male,67.33
SEAR,South-East Asia,BGD,Bangladesh,2000,Female,67.36
EUR,Europe,TKM,Turkmenistan,2000,Female,67.43
SEAR,South-East Asia,THA,Thailand,2000,Male,67.52
EUR,Europe,UKR,Ukraine,2000,Both sexes,67.53
AMR,Americas,BHS,Bahamas,2000,Male,67.64
AFR,Africa,MUS,Mauritius,2000,Male,67.74
AFR,Africa,SYC,Seychelles,2000,Male,67.81
EUR,Europe,TJK,Tajikistan,2000,Female,67.77
AMR,Americas,BRA,Brazil,2000,Male,67.90
SEAR,South-East Asia,LKA,Sri Lanka,2000,Male,67.92
EUR,Europe,ROU,Romania,2000,Male,67.98
WPR,Western Pacific,TON,Tonga,2000,Male,68.04
EMR,Eastern Mediterranean,MAR,Morocco,2000,Male,68.06
EUR,Europe,UZB,Uzbekistan,2000,Female,68.23
EUR,Europe,BGR,Bulgaria,2000,Male,68.40
AMR,Americas,SLV,El Salvador,2000,Male,68.39
WPR,Western Pacific,FJI,Fiji,2000,Female,68.43
EUR,Europe,AZE,Azerbaijan,2000,Female,68.50
AMR,Americas,VCT,Saint Vincent and the Grenadines,2000,Male,68.51
WPR,Western Pacific,WSM,Samoa,2000,Both sexes,68.51
EUR,Europe,ARM,Armenia,2000,Male,68.59
AMR,Americas,GRD,Grenada,2000,Male,68.60
SEAR,South-East Asia,IDN,Indonesia,2000,Female,68.55
EUR,Europe,SRB,Serbia,2000,Male,68.66
EUR,Europe,BLR,Belarus,2000,Both sexes,68.85
EMR,Eastern Mediterranean,IRQ,Iraq,2000,Both sexes,68.77
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2000,Male,68.86
WPR,Western Pacific,PHL,Philippines,2000,Both sexes,69.03
AMR,Americas,HND,Honduras,2000,Male,69.10
EMR,Eastern Mediterranean,OMN,Oman,2000,Both sexes,69.07
EUR,Europe,KAZ,Kazakhstan,2000,Female,69.15
EUR,Europe,SVK,Slovakia,2000,Male,69.16
WPR,Western Pacific,CHN,China,2000,Male,69.34
EMR,Eastern Mediterranean,MAR,Morocco,2000,Both sexes,69.35
EUR,Europe,GEO,Georgia,2000,Both sexes,69.41
EMR,Eastern Mediterranean,BHR,Bahrain,2000,Male,69.55
EUR,Europe,POL,Poland,2000,Male,69.51
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2000,Male,69.59
AMR,Americas,COL,Colombia,2000,Male,69.71
AMR,Americas,TTO,Trinidad and Tobago,2000,Both sexes,69.70
EMR,Eastern Mediterranean,EGY,Egypt,2000,Both sexes,69.82
AMR,Americas,SUR,Suriname,2000,Both sexes,69.94
AMR,Americas,HND,Honduras,2000,Both sexes,70.04
AMR,Americas,DOM,Dominican Republic,2000,Male,70.22
EUR,Europe,KGZ,Kyrgyzstan,2000,Female,70.18
EUR,Europe,LVA,Latvia,2000,Both sexes,70.18
AMR,Americas,ARG,Argentina,2000,Male,70.34
AMR,Americas,BLZ,Belize,2000,Both sexes,70.34
AMR,Americas,GTM,Guatemala,2000,Female,70.27
AMR,Americas,LCA,Saint Lucia,2000,Male,70.31
SEAR,South-East Asia,MDV,Maldives,2000,Male,70.42
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2000,Male,70.35
EMR,Eastern Mediterranean,BHR,Bahrain,2000,Both sexes,70.47
EUR,Europe,MDA,Republic of Moldova,2000,Female,70.53
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2000,Both sexes,70.52
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2000,Male,70.51
WPR,Western Pacific,MYS,Malaysia,2000,Male,70.55
EMR,Eastern Mediterranean,MAR,Morocco,2000,Female,70.59
AMR,Americas,VCT,Saint Vincent and the Grenadines,2000,Both sexes,70.61
EUR,Europe,ALB,Albania,2000,Male,70.65
EUR,Europe,HRV,Croatia,2000,Male,70.74
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2000,Male,70.73
AMR,Americas,NIC,Nicaragua,2000,Male,70.77
WPR,Western Pacific,WSM,Samoa,2000,Female,70.78
AMR,Americas,URY,Uruguay,2000,Male,70.82
AFR,Africa,DZA,Algeria,2000,Male,70.94
AMR,Americas,BHS,Bahamas,2000,Both sexes,70.94
WPR,Western Pacific,BRN,Brunei Darussalam,2000,Male,70.86
EUR,Europe,EST,Estonia,2000,Both sexes,70.94
EUR,Europe,MNE,Montenegro,2000,Male,70.88
WPR,Western Pacific,TON,Tonga,2000,Both sexes,70.92
AFR,Africa,CPV,Cabo Verde,2000,Both sexes,70.97
AMR,Americas,HND,Honduras,2000,Female,71.02
SEAR,South-East Asia,MDV,Maldives,2000,Both sexes,70.96
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2000,Both sexes,71.11
EMR,Eastern Mediterranean,QAT,Qatar,2000,Male,71.11
AFR,Africa,MUS,Mauritius,2000,Both sexes,71.17
EUR,Europe,HUN,Hungary,2000,Both sexes,71.34
EMR,Eastern Mediterranean,IRQ,Iraq,2000,Female,71.25
EMR,Eastern Mediterranean,QAT,Qatar,2000,Both sexes,71.29
SEAR,South-East Asia,THA,Thailand,2000,Both sexes,71.25
EUR,Europe,ROU,Romania,2000,Both sexes,71.39
EUR,Europe,SRB,Serbia,2000,Both sexes,71.43
WPR,Western Pacific,VNM,Viet Nam,2000,Both sexes,71.45
AMR,Americas,BRA,Brazil,2000,Both sexes,71.47
EUR,Europe,CZE,Czechia,2000,Male,71.53
SEAR,South-East Asia,MDV,Maldives,2000,Female,71.48
EMR,Eastern Mediterranean,OMN,Oman,2000,Female,71.53
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2000,Both sexes,71.46
EUR,Europe,BGR,Bulgaria,2000,Both sexes,71.61
WPR,Western Pacific,CHN,China,2000,Both sexes,71.58
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2000,Female,71.62
AMR,Americas,MEX,Mexico,2000,Male,71.68
EMR,Eastern Mediterranean,QAT,Qatar,2000,Female,71.74
EMR,Eastern Mediterranean,BHR,Bahrain,2000,Female,71.77
EUR,Europe,ARM,Armenia,2000,Both sexes,71.88
AMR,Americas,ECU,Ecuador,2000,Male,71.91
AFR,Africa,SYC,Seychelles,2000,Both sexes,71.87
SEAR,South-East Asia,LKA,Sri Lanka,2000,Both sexes,71.89
EUR,Europe,TUR,Türkiye,2000,Male,71.94
EMR,Eastern Mediterranean,TUN,Tunisia,2000,Male,71.94
AMR,Americas,ATG,Antigua and Barbuda,2000,Male,72.00
AMR,Americas,GRD,Grenada,2000,Both sexes,71.97
AMR,Americas,JAM,Jamaica,2000,Male,72.05
EUR,Europe,LTU,Lithuania,2000,Both sexes,72.04
AMR,Americas,BRB,Barbados,2000,Male,72.13
AFR,Africa,DZA,Algeria,2000,Both sexes,72.21
WPR,Western Pacific,BRN,Brunei Darussalam,2000,Both sexes,72.20
EUR,Europe,SVN,Slovenia,2000,Male,72.18
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2000,Male,72.20
EUR,Europe,RUS,Russian Federation,2000,Female,72.25
EMR,Eastern Mediterranean,EGY,Egypt,2000,Female,72.42
AMR,Americas,SLV,El Salvador,2000,Both sexes,72.50
EMR,Eastern Mediterranean,JOR,Jordan,2000,Female,72.48
WPR,Western Pacific,KOR,Republic of Korea,2000,Male,72.49
EUR,Europe,BIH,Bosnia and Herzegovina,2000,Male,72.60
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2000,Both sexes,72.56
EMR,Eastern Mediterranean,JOR,Jordan,2000,Both sexes,72.65
AMR,Americas,PRY,Paraguay,2000,Male,72.57
AMR,Americas,TTO,Trinidad and Tobago,2000,Female,72.58
EMR,Eastern Mediterranean,LBY,Libya,2000,Male,72.70
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2000,Female,72.71
WPR,Western Pacific,MYS,Malaysia,2000,Both sexes,72.80
AMR,Americas,VCT,Saint Vincent and the Grenadines,2000,Female,72.81
AMR,Americas,PER,Peru,2000,Male,72.86
WPR,Western Pacific,PHL,Philippines,2000,Female,72.87
EMR,Eastern Mediterranean,LBN,Lebanon,2000,Male,73.03
AMR,Americas,SUR,Suriname,2000,Female,72.98
EUR,Europe,GEO,Georgia,2000,Female,73.14
EMR,Eastern Mediterranean,JOR,Jordan,2000,Male,73.06
EUR,Europe,PRT,Portugal,2000,Male,73.07
AMR,Americas,DOM,Dominican Republic,2000,Both sexes,73.22
AMR,Americas,LCA,Saint Lucia,2000,Both sexes,73.21
EUR,Europe,UKR,Ukraine,2000,Female,73.24
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2000,Both sexes,73.18
AMR,Americas,NIC,Nicaragua,2000,Both sexes,73.26
EUR,Europe,SVK,Slovakia,2000,Both sexes,73.30
EUR,Europe,ALB,Albania,2000,Both sexes,73.55
AFR,Africa,DZA,Algeria,2000,Female,73.54
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2000,Female,73.48
AMR,Americas,CHL,Chile,2000,Male,73.64
EUR,Europe,MNE,Montenegro,2000,Both sexes,73.56
WPR,Western Pacific,BRN,Brunei Darussalam,2000,Female,73.68
AMR,Americas,COL,Colombia,2000,Both sexes,73.75
EUR,Europe,POL,Poland,2000,Both sexes,73.70
EUR,Europe,IRL,Ireland,2000,Male,73.84
AMR,Americas,BLZ,Belize,2000,Female,74.02
AMR,Americas,ARG,Argentina,2000,Both sexes,74.09
EUR,Europe,FIN,Finland,2000,Male,74.13
EMR,Eastern Mediterranean,TUN,Tunisia,2000,Both sexes,74.12
AMR,Americas,USA,United States of America,2000,Male,74.12
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2000,Both sexes,74.09
AMR,Americas,BHS,Bahamas,2000,Female,74.19
WPR,Western Pacific,CHN,China,2000,Female,74.15
AMR,Americas,JAM,Jamaica,2000,Both sexes,74.22
WPR,Western Pacific,TON,Tonga,2000,Female,74.20
EUR,Europe,SRB,Serbia,2000,Female,74.28
EUR,Europe,HRV,Croatia,2000,Both sexes,74.36
EMR,Eastern Mediterranean,LBY,Libya,2000,Both sexes,74.40
AMR,Americas,MEX,Mexico,2000,Both sexes,74.41
AMR,Americas,PER,Peru,2000,Both sexes,74.42
EUR,Europe,TUR,Türkiye,2000,Both sexes,74.41
AMR,Americas,BRB,Barbados,2000,Both sexes,74.50
EUR,Europe,BEL,Belgium,2000,Male,74.54
AMR,Americas,ECU,Ecuador,2000,Both sexes,74.53
AMR,Americas,ATG,Antigua and Barbuda,2000,Both sexes,74.56
EUR,Europe,BLR,Belarus,2000,Female,74.61
AFR,Africa,CPV,Cabo Verde,2000,Female,74.61
AMR,Americas,CUB,Cuba,2000,Male,74.59
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2000,Female,74.61
EMR,Eastern Mediterranean,LBN,Lebanon,2000,Both sexes,74.61
AMR,Americas,PAN,Panama,2000,Male,74.60
EUR,Europe,DNK,Denmark,2000,Male,74.66
AFR,Africa,MUS,Mauritius,2000,Female,74.80
AMR,Americas,PRY,Paraguay,2000,Both sexes,74.80
AMR,Americas,URY,Uruguay,2000,Both sexes,74.82
EUR,Europe,ARM,Armenia,2000,Female,74.91
EUR,Europe,ROU,Romania,2000,Female,74.92
EUR,Europe,BGR,Bulgaria,2000,Female,74.97
EUR,Europe,CZE,Czechia,2000,Both sexes,74.95
EUR,Europe,DEU,Germany,2000,Male,75.04
EUR,Europe,AUT,Austria,2000,Male,75.09
EUR,Europe,LUX,Luxembourg,2000,Male,75.15
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2000,Female,75.06
AMR,Americas,BRA,Brazil,2000,Female,75.18
EUR,Europe,FRA,France,2000,Male,75.24
SEAR,South-East Asia,THA,Thailand,2000,Female,75.20
WPR,Western Pacific,MYS,Malaysia,2000,Female,75.31
EUR,Europe,BIH,Bosnia and Herzegovina,2000,Both sexes,75.42
AMR,Americas,CRI,Costa Rica,2000,Male,75.47
EUR,Europe,GRC,Greece,2000,Male,75.51
EUR,Europe,MLT,Malta,2000,Male,75.53
EUR,Europe,NLD,Netherlands,2000,Male,75.49
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,75.49
EUR,Europe,HUN,Hungary,2000,Female,75.63
EUR,Europe,LVA,Latvia,2000,Female,75.56
WPR,Western Pacific,VNM,Viet Nam,2000,Female,75.61
AMR,Americas,NIC,Nicaragua,2000,Female,75.67
EUR,Europe,ESP,Spain,2000,Male,75.69
EUR,Europe,NOR,Norway,2000,Male,75.86
AMR,Americas,PER,Peru,2000,Female,75.94
AMR,Americas,GRD,Grenada,2000,Female,75.95
WPR,Western Pacific,NZL,New Zealand,2000,Male,76.00
EMR,Eastern Mediterranean,LBN,Lebanon,2000,Female,76.14
EUR,Europe,SVN,Slovenia,2000,Both sexes,76.05
EUR,Europe,EST,Estonia,2000,Female,76.17
WPR,Western Pacific,KOR,Republic of Korea,2000,Both sexes,76.21
WPR,Western Pacific,SGP,Singapore,2000,Male,76.20
EMR,Eastern Mediterranean,LBY,Libya,2000,Female,76.28
EUR,Europe,MNE,Montenegro,2000,Female,76.27
AMR,Americas,LCA,Saint Lucia,2000,Female,76.32
AFR,Africa,SYC,Seychelles,2000,Female,76.28
SEAR,South-East Asia,LKA,Sri Lanka,2000,Female,76.30
EUR,Europe,IRL,Ireland,2000,Both sexes,76.41
EUR,Europe,ISR,Israel,2000,Male,76.36
EUR,Europe,ITA,Italy,2000,Male,76.41
EMR,Eastern Mediterranean,KWT,Kuwait,2000,Male,76.36
AMR,Americas,CAN,Canada,2000,Male,76.54
EUR,Europe,CYP,Cyprus,2000,Male,76.53
AMR,Americas,SLV,El Salvador,2000,Female,76.48
AMR,Americas,JAM,Jamaica,2000,Female,76.50
EMR,Eastern Mediterranean,TUN,Tunisia,2000,Female,76.49
EUR,Europe,PRT,Portugal,2000,Both sexes,76.58
AMR,Americas,BRB,Barbados,2000,Female,76.72
AMR,Americas,DOM,Dominican Republic,2000,Female,76.66
AMR,Americas,USA,United States of America,2000,Both sexes,76.69
AMR,Americas,CHL,Chile,2000,Both sexes,76.77
AMR,Americas,CUB,Cuba,2000,Both sexes,76.76
EUR,Europe,TUR,Türkiye,2000,Female,76.85
EUR,Europe,ALB,Albania,2000,Female,76.92
EUR,Europe,DNK,Denmark,2000,Both sexes,76.93
EUR,Europe,CHE,Switzerland,2000,Male,76.89
AMR,Americas,ATG,Antigua and Barbuda,2000,Female,76.95
WPR,Western Pacific,AUS,Australia,2000,Male,77.13
AMR,Americas,MEX,Mexico,2000,Female,77.12
AMR,Americas,PRY,Paraguay,2000,Female,77.14
EUR,Europe,LTU,Lithuania,2000,Female,77.23
AMR,Americas,PAN,Panama,2000,Both sexes,77.23
AMR,Americas,ECU,Ecuador,2000,Female,77.27
EUR,Europe,SWE,Sweden,2000,Male,77.28
EUR,Europe,SVK,Slovakia,2000,Female,77.43
EUR,Europe,FIN,Finland,2000,Both sexes,77.60
EUR,Europe,BEL,Belgium,2000,Both sexes,77.66
EUR,Europe,ISL,Iceland,2000,Male,77.74
WPR,Western Pacific,JPN,Japan,2000,Male,77.69
AMR,Americas,ARG,Argentina,2000,Female,77.83
